  0:00 ------------------------------------------------------------
  0:00 InitGame: \dmflags\0\fraglimit\30\timelimit\25\sv_hostname\malina\sv_maxclients\8\sv_minRate\0\sv_maxRate\0\sv_dlRate\100\sv_minPing\0\sv_maxPing\0\sv_floodProtect\1\g_maxGameClients\0\capturelimit\8\version\ioq3 1.36+u20181222.e5da13f~dfsg-2/Raspbian linux-arm Mar  8 2019\com_gamename\Quake3Arena\com_protocol\71\g_gametype\0\mapname\q3dm16\sv_privateClients\0\sv_allowDownload\0\bot_minplayers\0\gamename\baseq3\g_needpass\0
  0:00 ClientConnect: 0
 34:25 Kill: 1022 3 22: <world> killed None by MOD_TRIGGER_HURT
 34:25 Item: 2 weapon_railgun
 34:28 ClientDisconnect: 1
 34:28 Item: 0 item_health
 34:30 Item: 2 item_armor_shard
 34:30 Item: 2 item_armor_shard
 34:32 Item: 2 weapon_shotgun
 34:32 Item: 0 item_armor_combat
 34:34 Item: 2 weapon_rocketlauncher
 34:37 Kill: 2 3 1: ^4anomen killed None by MOD_SHOTGUN
 34:39 Item: 2 weapon_rocketlauncher
 34:47 Item: 0 weapon_railgun
 34:50 Item: 2 item_health
 34:51 Item: 2 ammo_bullets
 34:51 Item: 2 ammo_shells
 34:51 Item: 0 item_armor_body
 34:53 Item: 3 weapon_rocketlauncher
 34:55 Item: 0 weapon_railgun
 34:57 Kill: 3 3 7: None killed None by MOD_ROCKET_SPLASH
 35:01 Kill: 2 0 7: ^4anomen killed vincent-vega by MOD_ROCKET_SPLASH
 35:03 Item: 2 item_armor_shard
 35:03 Item: 2 item_armor_shard
 35:03 Item: 2 item_armor_shard
 35:03 Item: 2 item_armor_shard
 35:03 Item: 2 item_armor_shard
 35:03 Item: 2 item_armor_shard
 35:04 Item: 2 item_armor_shard
 35:04 Item: 3 weapon_rocketlauncher
 35:06 Item: 3 ammo_bullets
 35:06 Item: 3 ammo_shells
 35:06 Item: 2 item_health
 35:09 Item: 2 weapon_railgun
 35:10 Item: 0 ammo_rockets
 35:10 Item: 0 ammo_rockets
 35:14 Item: 2 item_health
 35:19 Item: 2 weapon_plasmagun
 35:23 Item: 2 item_armor_body
 35:25 Item: 0 weapon_rocketlauncher
 35:28 Item: 3 item_health
 35:28 Item: 2 ammo_bullets
 35:28 Item: 2 ammo_shells
 35:29 Item: 2 item_health
 35:29 Item: 2 item_health
 35:30 Item: 0 item_armor_combat
 35:31 Item: 3 weapon_railgun
 35:37 Item: 3 item_armor_shard
 35:37 Item: 3 item_armor_shard
 35:37 Item: 3 item_armor_shard
 35:38 Item: 3 item_armor_shard
 35:38 Item: 3 item_armor_shard
 35:40 Item: 3 weapon_shotgun
 35:41 Item: 2 item_health
 35:42 Item: 2 ammo_shells
 35:42 Item: 3 weapon_rocketlauncher
 35:42 Item: 2 ammo_bullets
 35:48 Item: 0 item_health
 35:51 Item: 0 ammo_cells
 35:51 Item: 0 ammo_cells
 35:52 Item: 3 item_health
 35:55 Item: 2 item_health
 35:55 Item: 2 item_health
 35:56 Kill: 1022 0 22: <world> killed vincent-vega by MOD_TRIGGER_HURT
 35:58 Item: 3 weapon_railgun
 35:59 Item: 2 weapon_plasmagun
 36:03 Item: 0 item_armor_body
 36:03 Item: 2 weapon_railgun
 36:04 Kill: 3 2 10: None killed ^4anomen by MOD_RAILGUN
 36:06 Item: 0 weapon_plasmagun
 36:09 Item: 2 weapon_rocketlauncher
 36:09 Item: 0 weapon_plasmagun
 36:14 Item: 2 item_armor_combat
 36:21 Item: 0 weapon_rocketlauncher
 36:22 Item: 3 item_armor_shard
 36:22 Item: 3 item_armor_shard
 36:22 Item: 3 item_armor_shard
 36:23 Item: 3 item_armor_shard
 36:23 Item: 3 item_armor_shard
 36:23 Item: 3 item_armor_shard
 36:23 Item: 3 item_armor_shard
 36:23 Kill: 2 0 6: ^4anomen killed vincent-vega by MOD_ROCKET
 36:24 Item: 2 weapon_rocketlauncher
 36:28 Item: 0 weapon_rocketlauncher
 36:29 Item: 3 weapon_railgun
 36:34 Kill: 3 0 10: None killed vincent-vega by MOD_RAILGUN
 36:35 Item: 3 weapon_railgun
 36:38 Item: 2 item_health
 36:39 Item: 0 ammo_bullets
 36:39 Item: 2 ammo_shells
 36:39 Item: 0 ammo_shells
 36:39 Item: 2 ammo_bullets
 36:40 Item: 3 weapon_railgun
 36:41 Item: 0 ammo_bullets
 36:41 Item: 0 ammo_shells
 36:42 Item: 0 ammo_slugs
 36:44 Kill: 2 3 6: ^4anomen killed None by MOD_ROCKET
 36:46 Item: 2 weapon_railgun
 36:49 Item: 3 weapon_rocketlauncher
 36:51 Item: 2 item_armor_body
 36:52 Item: 2 item_health
 36:56 Item: 2 weapon_railgun
 36:58 Item: 2 item_armor_shard
 36:59 Item: 2 item_armor_shard
 36:59 Item: 2 item_armor_shard
 36:59 Item: 2 item_armor_shard
 36:59 Item: 2 item_armor_shard
 37:00 Item: 3 weapon_rocketlauncher
 37:02 Item: 0 item_armor_combat
 37:02 Item: 0 weapon_rocketlauncher
 37:04 Item: 2 weapon_railgun
 37:10 Item: 2 item_health
 37:12 Item: 2 item_health
 37:12 Kill: 1022 0 22: <world> killed vincent-vega by MOD_TRIGGER_HURT
 37:12 Item: 2 item_health
 37:16 Item: 2 weapon_railgun
 37:16 Item: 3 item_health
 37:16 Item: 3 item_health
 37:17 Item: 0 ammo_bullets
 37:17 Item: 0 ammo_shells
 37:19 Item: 3 item_armor_body
 37:23 Item: 2 weapon_railgun
 37:24 Kill: 3 2 7: None killed ^4anomen by MOD_ROCKET_SPLASH
 37:24 Item: 0 weapon_plasmagun
 37:24 Item: 3 weapon_railgun
 37:26 Item: 3 weapon_rocketlauncher
 37:27 Item: 0 item_health
 37:27 Item: 0 item_health
 37:28 Item: 0 ammo_bullets
 37:28 Item: 0 ammo_shells
 37:30 Item: 0 ammo_shells
 37:30 Item: 0 ammo_bullets
 37:30 Item: 2 item_armor_combat
 37:36 Item: 2 weapon_rocketlauncher
 37:36 Item: 0 item_health
 37:36 Item: 0 item_health
 37:39 Item: 0 ammo_slugs
 37:41 Item: 0 weapon_railgun
 37:41 Kill: 2 0 6: ^4anomen killed vincent-vega by MOD_ROCKET
 37:42 Item: 3 ammo_bullets
 37:42 Item: 3 ammo_shells
 37:46 Item: 2 item_health
 37:46 Item: 0 ammo_rockets
 37:47 Item: 0 ammo_rockets
 37:47 Item: 2 item_health
 37:48 Item: 2 item_health
 37:51 Item: 2 item_armor_body
 37:55 Item: 2 weapon_railgun
 37:58 Item: 0 ammo_bullets
 37:58 Item: 0 ammo_shells
 37:59 Item: 3 item_health
 37:59 Item: 3 item_health
 38:01 Item: 2 item_armor_combat
 38:03 Item: 0 weapon_shotgun
 38:03 Item: 0 weapon_railgun
 38:04 Item: 2 weapon_rocketlauncher
 38:05 Item: 3 weapon_railgun
 38:07 Kill: 2 0 6: ^4anomen killed vincent-vega by MOD_ROCKET
 38:07 Item: 2 weapon_railgun
 38:09 Item: 2 item_health
 38:12 Item: 2 weapon_plasmagun
 38:13 Item: 3 weapon_rocketlauncher
 38:14 Item: 2 item_armor_shard
 38:14 Item: 2 item_armor_shard
 38:14 Item: 2 item_armor_shard
 38:14 Item: 2 item_armor_shard
 38:14 Item: 2 item_armor_shard
 38:15 Item: 2 item_armor_shard
 38:16 Item: 3 item_health
 38:22 Item: 3 weapon_railgun
 38:24 Item: 0 item_health
 38:24 Item: 0 item_health
 38:24 Item: 2 weapon_shotgun
 38:26 Item: 0 ammo_slugs
 38:29 Item: 0 weapon_railgun
 38:30 Item: 2 weapon_rocketlauncher
 38:33 Item: 2 item_health_large
 38:34 Item: 2 ammo_bullets
 38:36 Item: 0 item_armor_body
 38:37 Item: 0 item_health
 38:37 Item: 2 item_armor_combat
 38:41 Kill: 0 3 10: vincent-vega killed None by MOD_RAILGUN
 38:42 Item: 2 weapon_rocketlauncher
 38:49 Item: 2 item_health
 38:51 Item: 0 weapon_rocketlauncher
 38:52 Item: 2 weapon_rocketlauncher
 38:52 Item: 2 weapon_railgun
 38:55 Item: 0 item_health
 38:57 Item: 3 ammo_bullets
 38:57 Item: 3 ammo_shells
 38:59 Item: 0 ammo_cells
 38:59 Item: 0 ammo_cells
 39:00 Item: 3 weapon_shotgun
 39:04 Item: 0 item_armor_body
 39:04 Item: 3 weapon_rocketlauncher
 39:09 Item: 0 item_health
 39:14 Item: 0 item_health
 39:15 Item: 2 item_health
 39:15 Item: 2 item_health
 39:18 Item: 2 weapon_rocketlauncher
 39:21 Kill: 1022 3 22: <world> killed None by MOD_TRIGGER_HURT
 39:22 Item: 2 ammo_shells
 39:26 Item: 2 item_armor_combat
 39:27 Item: 0 ammo_rockets
 39:27 Item: 0 ammo_rockets
 39:34 Item: 3 ammo_bullets
 39:37 Item: 3 weapon_rocketlauncher
 39:41 Item: 2 item_health
 39:44 Item: 0 item_health
 39:44 Item: 2 weapon_plasmagun
 39:46 Kill: 0 3 10: vincent-vega killed None by MOD_RAILGUN
 39:49 Item: 2 weapon_rocketlauncher
 39:51 Item: 0 weapon_railgun
 39:52 Item: 2 item_armor_combat
 39:53 Item: 3 weapon_rocketlauncher
 40:00 Item: 3 item_health
 40:03 Kill: 0 2 10: vincent-vega killed ^4anomen by MOD_RAILGUN
 40:03 Exit: Fraglimit hit.
 40:03 score: 30  ping: 48  client: 0 vincent-vega
 40:03 score: 23  ping: 6  client: 2 ^4anomen
 40:03 score: 4  ping: 23  client: 3 None
 40:03 Item: 3 ammo_slugs
 40:12 say: vincent-vega: uff
 40:17 say: ^4anomen: yeah
 40:19 ShutdownGame:
 40:19 ------------------------------------------------------------
 40:19 ------------------------------------------------------------
 40:19 InitGame: \dmflags\0\fraglimit\30\timelimit\25\sv_hostname\malina\sv_maxclients\8\sv_minRate\0\sv_maxRate\0\sv_dlRate\100\sv_minPing\0\sv_maxPing\0\sv_floodProtect\1\g_maxGameClients\0\capturelimit\8\version\ioq3 1.36+u20181222.e5da13f~dfsg-2/Raspbian linux-arm Mar  8 2019\com_gamename\Quake3Arena\com_protocol\71\g_gametype\0\mapname\q3dm16\sv_privateClients\0\sv_allowDownload\0\bot_minplayers\0\gamename\baseq3\g_needpass\0
 40:19 ClientConnect: 0
 40:19 ClientUserinfoChanged: 0 n\vincent-vega\t\0\model\doom/default\hmodel\doom/default\g_redteam\\g_blueteam\\c1\2\c2\5\hc\100\w\0\l\0\tt\0\tl\0
 40:19 ClientBegin: 0
 40:19 ClientConnect: 2
 40:19 ClientUserinfoChanged: 2 n\^4anomen\t\0\model\ranger/default\hmodel\ranger/default\g_redteam\\g_blueteam\\c1\1\c2\5\hc\100\w\0\l\0\tt\0\tl\0
 40:19 ClientBegin: 2
 40:19 ClientConnect: 3
 40:19 ClientUserinfoChanged: 3 n\None\t\0\model\sarge/default\hmodel\sarge/default\g_redteam\\g_blueteam\\c1\3\c2\5\hc\100\w\0\l\0\tt\0\tl\0
 40:19 ClientBegin: 3
 40:20 say: None: :)
 40:22 say: vincent-vega: gg
 40:25 Item: 3 ammo_bullets
 40:25 Item: 3 ammo_shells
 40:28 Item: 3 ammo_shells
 40:29 Item: 3 ammo_bullets
 40:31 Item: 3 weapon_rocketlauncher
 40:35 Item: 3 item_armor_shard
 40:35 Item: 3 item_armor_shard
 40:35 say: ^4anomen:  i have to leave too
 40:35 Item: 3 item_armor_shard
 40:36 Item: 3 weapon_shotgun
 40:42 say: None: c ya
 40:44 say: vincent-vega: cu tomorrow
 40:46 say: None: merci
 40:58 say: ^4anomen: thx and cu
 40:59 ClientDisconnect: 0
 41:01 ClientDisconnect: 3
 41:04 ClientDisconnect: 2
 65:19 Exit: Timelimit hit.
1462:58ShutdownGame:
1462:58------------------------------------------------------------
